"Produknya bagus, bekerja dengan baik tanpa download open camera. Good seller juga, sukses ya. Thanks",1
"gaperlu diragukan lagi kualitasnya, recommended seller, pengiriman tepat waktu, seller ramah, part nya lengkap tdk ada yg miss..ngga nyesel belanja di toko ini, thx lazada",1
"Bagus bgt! Buat menyiapkan konten ajar secara online, mic ini sangat membantu. Kualitas suara yang dihasilkan juga sangat memuaskan, jernih dan lumayan mampu meredam background noise di sekeliling. Thanks Lazada",1
"Barang mendarat dengan selamat, belum di coba semoga aja lancar, terima kasih😊",1
Kok Dateng ya kaya gitu si :'(. Bisa dituker ga ? Sedih :(,0
Terima kasih barangnya telah diterima oleh saya sendiri mas Ahmad Tohari dengan kondisi bagus. Semoga penjualnya berbahagia.,1
"barang original, mantap. respon pengiriman sedikit terlambat, tp admin merespon keluhan dengan cepat 👍 paking barang di lakukan dengan bubble wrap. paket sampai dengan selamat meski kardus sedikit penyok. overall mantap dan rekomended seller...",1
"Respon cepat, barang sesuai, kualitas bagus, pengiriman cepat, sesuai dengan harapan, recommended seller.",1
"Barang bagus bukan kaleng2,suara yg di hasilkan bagus bgt. Puas pokoknya. Buat yg gak bisa install apk  open video",1
Okeh real pict... top sellers... 👍 mantap pokoknya,1
kotaknya penyok dikit.....tapi takpe lah yang penting berfungsi,1
barang berfungsi dengan baik. makasih 🙏,1
"Kualitas sangat baik, tetapi pengiriman sedikit lambat mungkin karena covid 19",1
"Super barangnya suarapun jernih , packing rapih Good seller",1
barang sudah sampai kurir nya ramah dan barang nya mantul...terima kasih lazada .udah lama langganan lazada mantap.,1
"aktif di alat perekam aja, di mode video gabisa",1
Barang baru sampai siang tadi tanpa cacat tapi kok gk bisa ya? saya pakai samsung S10+. Sudah download open camera juga masih gk fungsi mic nya.,0
"alhamdulilah barang mendarat aman,, udah di coba hasil nya juga bagus suara saya yang cempreng jadi ngebas",1
"mantap.. keren lazada, udh paling murah.. paling kecil ongkirnya , very fast respon.... pengiriman cepat, padahal ke Medan, kurir juga sangat ramah dan profesional.. barqng juga aman dan sehat sekali. thanks lazada and lazada ekspres.",1
"mantaabb..barang bagus, harga cocok...pelayanan memuaskan..walapun agak lama hampir seminggu
 nyampeknya..",1
"Bagus, dan Mantafff.. Kalau bisa sih next Buy 1 Get 1 jadi lebih bagus lagi... hehehe... mantaff",1
"Terimakasih, sudah beli untuk yang kedua kalinya. mic keren, suara jernih. tapi sayang masih belum bisa konek ke amplifier ",1
Maaf baru ngasih ulasan. Mantap banget.... Sip. ,1
"luar biasa, suara mantap",1
"mantaff barangya berkah buat toko dan seller,",1
Barang yang dikirim mantap rekomendasi seluler. Sip,1
"mic nya bagus suara nya jelas kabel nya panjang 
pokonya jangan ragu buat beli mic ini",1
"Barangnya bagus,, ",1
Alhamdulillah sudah sampai suaranya jernih cocok untuk vlog ,1
barang bagus. kemasan ok. cepat datangnya.,1
"hasil rekamannya bagus.. suara jernih...
untuk pemula.. silakan pahami dulu cara kerja micnya.. ",1
"udh di tes , mantap barang nya",1
ok sangat bagus dan kabel panjang,1
"barang nya uda sampe, uda di tes hasil nya bagus",1
bagus dan sesuai barang yg di kirimkan namun jumlahnya kurang... tetapi lazada tanggung jawab sudah di ganti sama voucer... terimaksih,1
Alhamdulillah. 4 hari pesen nyampe ke Kediri (termasuk cepet). barang bagus dan mirip banget dengan punyaku yang satunya.,1
"alhamdulillah, barang sudah datang. tapi belom di coba. mudah-mudahan clip on berfungsi dengan baik",1
Mantap mas bro barang sudah sampai barusan saya tes suara ok punya pertahankan kualitas mu mas bro salam succes ,1
bagus banget mantap,1
kecewa ya  kok yg datang beda... kek mana ni... bisa di tukar lgi nggk... ,0
"barang bagus,,paket rapi,,kurir rama, recommend buat kalian,,",1
"selamat sampai di tangan, Alhamdulillah ",1
"mantap, recommended",1
Produk cepat sampai dan memuaskan. Like it. Thanks Seller👍,1
"kualitas sangat baik,pengiriman cepat,recomend",1
"barang sesuai pesanan. sudah di coba juga, oke. ",1
"suara nya klo saya full in atau 1/2 suara bunyi nging nging trus gan/sist tp bila di kecilin banget baru gk bunyi,,jadi klo saya jepit di baju suara gk sampai ,, gimana nih baik nya ?",1
Joss,1
trimakasih barang sdh sy trima sesuai pesanan.,1
barang bagus..sudah dites oke..pengiriman cepat,1
"alhamdulillah barang sesuai apa yang diharapkan..
suaranya jernih ...mantul bosss",1
"Kemasan rapi, alat belum dicoba. Ternyata ada logo boya dan hologram. Terima kasih",1
barang sudah sampai...yg nerima temen..belum di coba.trimakasih� bagu sekali,1
"mantap orii ada barcode nya, suara jelas,noise reduction pula, top dah",1
"Admin bisa di bantu,  clip on sudah saya terima tetapi tidak bisa berfungsi.",0
"paket telah sampai dengan sempurna, mantul.",1
Mantappp barang cepet sampe.. di test oke mujarap.. sesuai diskripsi..jozz,1
Alhamdulillah barang bagus sesuai keinginan,1
pengiriman agak lama,0
mantap.. respon penjual baik dan sopan. kualitas produk bagus. belanja disini ok.,1
Sesuai dengan yg digambar & keterangan 👍🏻👍🏻,1
Barang sangat bagus dan Kemasannya. ,1
barangnya sampai dengan selamat.okelah pokoknya belanja disini.jangan ragu ragu yah.,1
"Good, micnya berfungsi dgn normal. semoga awet.",1
Rekomendasi,1
Puas Sekali. Produk Berkualitas Dan Original,1
mantap kak barang sesuai dgn di gambar,1
paket diterima dengan baik 👏 berfungsi sangat memuaskan.. semoga tetap jaga kualitas barangnya.. lancar jualannya.. terimakasih,1
thank's..belum diciba sih,1
"ok mantap dah ,kemasan rapi barang mulus , tapi blum di coba smoga barang nyala ",1
mantap pokoknya brgnya..👍 real pict lah..,1
kerennn saya bisa vloging maksimal ahaha,1
"kualitas MANTUL, sesuai deskripsi, pengiriman cepat, . terimakasih",1
"mic nya bagus. sudah dicoba dihp, hasilnya bagus",1
"lumayan, terlalu sensitif sih tpi.
harus punya studio kedap suara baru oke wkwkw.",1
Berfungsi dengan baik,1
barang bagusss,1
sesuai packing rapi bermanfaat recomended pkokx terima kasih,1
"barang bagus, daya tangkap audionya jelas makasih buat yg jual. ",1
Mantep pokoknya recomended belanja disini ,1
sangat puas,1
ok kualitas nya bagus saya suka barang nya,1
"mantap bang, suaranya jernih 👍👍👍👍",1
"dusnya penyok, padahal uda pakai pelastik Bible, tapi gak di lapis lagi jadi penyok dan sobek.",0
barang sudah diterima dan berfungsi dg baik,1
Happy with the quality and service. Recommended,1
"memuaskan 🤩
bintang 5 pokoknya 😘",1
Barang mantaap...,1
"mantap, barang bagus. Packing rapi,,, 
recomend seller. 
Terima kasih pelayanannya. ",1
Jangan ragu belanja di sini barang real pict,1
suaranya jelas dan smooth ,1
Baru smpe tadi.smga sesuai harapan,1
Puas...microphonnya peka dan suaranya mantap...recomendet,1
"bru sempet ngasih ulasan,pko nya barang OK berpungsi dengan baik Poko nya MANTTAAAAP..!",1
barangnya mantap,1
"mantap gan,barangnya ori
rekomended buat yang nyari mic disini aja",1
"sangat mantab sekaliiii..
gx ada kekurangan, PUAS.",1
Bagus banget ,1
"Barang bagus,  kemasan sip, pngiriman cepat",1
trimakasih barang bagus saya suka sekali ngak nyesel pokoknya,1
rekomended seller...👍,1
Rekomen bgt,1
barang di terima dgn baik dan bagus,1
"Paket mulus, barang 100% original syukaaa....",1
alhamdulillah kout bagus,1
barang berfungsi dengan baik,1
barangnya bagus Peking sesuai dengan pesanan,1
mantap barang y,1
terimakasih Barang udah sampai. ,1
mantap thanks.,1
"mantap, barang ok banget",1
gimana ini barangnya g kecewa,0
"barang sudah sampai, mantap barang nya bagus",1
bagus mantap..,1
"baramg bagus sesuai deskripsi,pengiriman pun cepat,semoga awet barangnya",1
manjiw barangnya 👍 mantap pengirimannya 👍,1
micnya mantulll sesuai spesufikasi... thx lazada,1
barang ori....udh dicoba smuanya berfungsi.... mantul.....👍👍👍👍👍👍👍,1
okay gan...barang udah nympek dlm kondisi super n mulus...mkcih gan,1
"Alat nya bagus,  berfungsi dengan baik",1
Pesanan barang telah diterima dan dipergunakan dengan baik. Terima kasih,1
"saya puas dengan pelayanan,barang sesuai pesanan dan kurir'y ramah",1
"barangnya bagus,gak bocor,sip deh pokonya😍",1
Barang nya lumayan bagus ,1
barang sudah diterima dengan baik.. cuma belum di coba.. semoga berfungsi ,1
"bagus, mantap",1
Barang sudah di terima.. ,1
barang sampai dg baik packing tidak rusak barang berfungsi dengan baik recomended ,1
barang sampe tepat waktu. berfungsi dengan baik. ,1
"Keren kali, barangnya aman sampai tujuan :)",1
barang good banget pas buat camera dslr ku👍👍👍..seller recomended memang ini,1
"cepat sampai, bagus banget nih barang",1
trmkasih.. mendarat dengan cepat.. ,1
barang sesuai sama foto dan tidak ada kerusakan,1
Barang sudah sampai namun belum saya coba semoga barang nya bagus  ,1
"Paket lengkat sudah diterima dengan kondisi baik, barang benar² ori dan berfungsi dengan baik",1
"mantap puas lah dngn hrg segitu,, mantul pokoknya",1
"barang OK,, tapi tidak bisa berfungsi di hp sy",1
original kirim cepat barang bagus,1
"mantap, gak nyesel beli di toko ini. terimakasih Lazada",1
Bagus mix  .suara jernih,1
"bagus, berfungsi dengan baik",1
"Top banget deh  ,nggak nyesel ",1
Sangat puas,1
barang bagus sudah saya coba dan hasil memuaskan alhamdulillah...,1
"kualitas barang oke punya, suara jernih merekam hingga jarak 4 meter lebih ",1
"Barang cepat sampai dari estimasi, sudah di tes barang berfungsi dengan normal, mantap !! ",1
isi paket sesuai deskripsi....bisa karaokean di mobil  MANTULLLK,1
sip paket mantul,1
barang mantab broo,1
"Pokoknya bagus dehh,, cocok untuk pake karaoke di HP",1
berfungsi dengan baik thanks lazzada,1
"berfungsi dengan baik, suara jernih. puas belanja di lazada. thank you",1
pelayanan ok. kualitas barang sesuai.,1
Mantap.. Smoga awet.. ,1
cakeeeep bagus banget dah,1
sangat puas,1
BARANG BAGUS BANGET.....ANAKKU SUKA BANGET. MAKASIH BOS,1
keren sudah dites mantap recommend seller,1
"4 hari di pesan baru di proses sama penjual di bilang butuh cepat juga, tp ga di pedulikan",0
"kenapa produk nya tidak berfungsi,, sungguh sangat kecewaa",0
bagus banget  pokoknya,1
"packing rapih double bubblewrap,cuma belum ditest fungsi atau engga.",1
ok sesuai deskripsi,1
sangat sangat bagus 😁,1
suka banget sama barangnya,1
mantap gak sia2 beli disini original cuyy,1
"mantab, suara jernih rapih dan halus",1
Alhamdulillah barang sampai dengan baik hasil nya lumayan dan bagus,1
"Barang tidak sesuai dengan Yg di harapkan, nggak bisa pakai rekam suara",0
"barang datang sesuai , terimakasih bukalapak",1
Barang sudah sampai. Mantap original,1
"Terima kasih, barang sudah kami terima dengan baik.",1
berfungsi dgn baik,1
barang bagus blm dicoba mudah2 berfungsi baik TOP SELLER,1
micnya lumayan kepake . buat saya rekaman dan bikin video tutorial. ,1
oke smpai baterai gk ada cadangan y,1
"Puas dan sesuai gambar.. Mic nya jalan, kualitas suara sesuai yang di review di youtube..",1
Mantap dan insyaallah puas,1
packaging rapi...barang sesuai order....thank's lazada...thank's kurir,1
"Wuh mantaap, Bagus, Estimasimya 6 hari E 4 Hari Sudah Datang",1
barang bagus ,1
"Beli dua yang satu bagus dan berfungsi normal, tapi yang satu tidak bisa dan akhirya dikembalikan.",1
Barang diterima sesuai pesanan...,1
sangat bagus dan berfungsi untuk dipakai,1
Barang bagus masi mulus ,1
Keren. Pengiriman cepat. Barang bekerja dengan baik,1
bagus dan berfungsi dengan baik,1
udah nyampe tp blom nyoba...smoga ga sember suaranya,1
barang ok. tapi sellernya gk respon klw kita tanya. buat bahan koreksi,1
tanks barangy ok,1
"barang sdh di terima,mantap",1
mantap,1
Produk baik. Moga awet...  Tks seller N Lazada,1
"Barang sampai dengan selamat, bisa digunakan dengan baik. packing rapi. pengiriman cepet.",1
Barang sesuai dengan spek di aplikasi,1
Brgnya datang sesuai estimasi... Udah dicoba ok!! Trusted seller... Makasihhh ,1
cukup bagus barang sesuwai diskripsi..  cukup puas,1
sesuai pesanan dan berfungsi dengan baik,1
Barang Cepat sampainya. Recomended suara mantap. Kerennnnnn. Harga dengan barang cetar membahana.,1
Mantap hasilnya bikin puas,1
Barang sudah diterima dengan baik dan sudah bisa digunakan,1
"mantap, berfungsi walaupun telat 1 hari dari tgl tpi gpp",1
kata nya tahan air kedalaman 15 meter. tapi di bawa mandi uda mati jam nya nyesel beli nya gk sesuai realita nya kecewa. ,0
"Pesan jam tangan ,yg datang gatau apaan.. Mana lama bgt lagi.. 2 minggu baru dtg. Saya mau balikin !!!",0
barangnya palsu katanya sih ori dah gitu rusak pula,0
"sangat kecewa, jarum jam tidak berputar... ",0
pesen warna biru yg dtang warna item HADEEEH� kacau banget,0
"kecewa kali saat barang sampai,gk sesuwai harga sama barang ya kecewa Kalilah pokok ya",0
"jamnya tidak sesuai jelek, ringan,luntur juga alatnya buat motong tali bengkok juga",0
kata nya tahan air kedalaman 15 meter. tapi di bawa mandi uda mati jam nya nyesel beli nya gk sesuai realita nya kecewa. ,0
saya sangat kecewa saya beli jam tangan 2  setelah saya terima dan buka paket nya ternyata jam nya mati satu,0
"barangnya bagus realpict saya suka sekali sesuai yang digambar, kurirnya ramah udah langganan pesanannya lebih cepat dari tanggal yang diperkirakan... pokoknya belanja dilazada ngga mengecewakan thx buat lazada👍👍",1
"barang sudah sampai,, packing nya rapi,jam nya bagus sesuai pesanan,cocok banget buat anak muda.👍👍👍",1
mantaff ga nyesel deh sesuai pesanan jam nya digital jalan semua asli anti air mantaff deh mksaih ya ,1
"mantapp barang sesuai pesanan....kerennn,,,thx buat reseller , lazada dan kurirnya....top markotoppppppp",1
"barang bagus sesuai dengan deskripsi fungsi semua, back Stanley steel...kurir jg ramah semoga awet mksh seller dan Lazada",1
terima kasih lazada barang sudah di terima..sesuai pesanan real pick...sangat puas dengan jam nya oke cakep berkelas..mantulll dah,1
alhamdulillah barangnya sudah keterima dgn baik sesuai gambar dan memuaskan dan kurirnya ramah lagi trimakasih lazada,1
"Maaf baru kasi ulasan, jamnya bagus, keren lah, kaya barang mewah, senang dah blanja disini, suksees trusss yaaa...",1
"jos bnget, mesen siang ini bsok sing ny udh smpe. mantap👍 barang ok, kurir ramah, semoga awet �",1
brg sdh diterima... stlh 3 hari digital msh berfungsi tp kok analog jarum jamx brenti... kecewa dah,0
"Bagus.. Sesuai gambar... Awalnya binggung utk set waktunya, dihat paduan akhirnya ok.. Makasih  semuanya",1
"Kecewa pengiriman lama banget , pengiriman sebulan lebih baru sampe , giliran sampe barang nya ke gedean",0
"Pesanan lom d terima tp udh ada pemberitahuan d terima gmn sih,,,kecewa bgt brg pasti hilang d jln paling d ambil kurir tuh huhhhh",0
Barangnya sgt Berbeda dg yg sy pesan. SAYA SANGAT KECEWA!!!,0
yang di pesen apa yang datang kaya gimana.. jelek,0
sangat kecewa. pertama order di lazada. barang yg dikirim tidak sesuai pesanan. kaca nya pun lepas.,0
"jam tangan kondisi mati ,jarum gak mau jalan",0
barang sesuai pesenan baru liat di poto belum aslinya soalnya lagi di luar kota tapi pengiriman lama,0
barang nya sudah di terima tp untuk jam analog nya ga berfungsi hanya jam digital nya saja yg fungsi,0
makasih ya gan pesanan sudah sampai di tujuan dan packingnya rapi banget sama pengiriman cepat banget gan l mantep pokoke barangnya sudah jos ,1
kecewa bgt...  gk sesuai bgtz.  ktanya tas ransel tapi aslinya tas anak SD kecil bgt...  d gmbar jg ktanya gratis 2 tas selempang tp nyatanya nggak tuh cuma 1.. hati2 deh belanja dsini jgn smpe ketipu ,0
"Sangat memuaskan, Harga murah tapi barang cukup bagus, Hadiah nya juga bagus banget bahan tebal kelihatan seperti barang mahal, tidak kecewa belanja disini.. Terimakasih yaa lazada ... Mungkin lain kali mau order lagi. ",1
toko yg tdk amanah sangat2 kecewa.. tolong tas kecilnya dikirim lg...mas kurirnya baik sdh langganan tp tasnya yg sangat jelek,0
kecewa banget gak sesuai gambar.. baru kali ini saya kecewa...digambar ada tempat air minum.. yg saya terima ampun nyesel...,0
Barang Sudah Sampai Dengan Cepat..Kurir Nya Ramah Barang Ok Lah Sesuai Dengan Harga Nya..Tks Toe Tokok Nya..,0
pesanan udah sampai tapi freenya cuma satu kecewa karna tak sesuai dg iklannya..untuk lazada tolong diinformasikan lg untuk penjual yg mau kearah penipuan yg bisa merugikan pelanggan lazada oke trimakasih.,0
Barang bagus Ade aku suka terima kasih kurir udah ce'esan ,1
sedikit kecewa tasnya kecil bukan ukuran besar digambar ya lumayan besar tapi yang datangnya tas untuk anak sekolah ,0
barangnya bagus benar ada free tas kecil terimakasih lazada buat kurirnya ngk usah tanya lagi deh 10 bintang buat dia lazada sukses terus,1
"peking nya rapih tas nya sama dengan di ftonya amanah bgt, makasih lazada dan mas kurirnya. sukses trs untuk Toko nya. ",1
sangat kecewa... tipis kalau di sini itu di jual 25 rb. itu jg ngk laku. penjual tdk amanah. mungkin yg lbh mahal bonusnya x yaa.. berapa kali belanja di lazada ini bru kecewaa banget😩😩,0
"Barang sudah saya terima dengan baik, packing rapi pake dus, barang semua komplit sesuai pesanan. ",1
Barang Bagus...sesuai...kwalitas bagus pelayanan Kurir Ramah...sopan dan cepat trima kasih,1
"Bagus.., isinya jg penuh, recommended seller deh pokoknya.. terima kasih....",1
"barang sdh sy terima, bagus sesuai gambar trima ksh lazada",1
bagus bgt AQ suka semoga awet lancar agen blink ku,1
"Sesuai pesanan, hasil print nya juga bagus. Terimakasih Lazada. ",1
Alhamdulillah berfungsi dengan baik,1
"barang bagus, walaupun merk nya jd vrtec, tp mgkn itu model yg sama, aq suka, thank's lazada,kurir,barcode zone,&semua yg terlibat d dlm nya.. ",1
bagus bkerja dgn baik,1
"Barang bagus sesuai keinginan,paket kiriman cepat sampai paketnya bagus.keren lah untuk Lazada",1
barang bagus banget sesuai yang di inginkan makasih yaaa😍,1
"saya merasa puas dengan kualitas barangnya.. top dah pokoknya,, tetap pertahankan, jgn sampai pelanggan kecewa.. sukses terus...👍👍👍",1
"bagus, barang sudah di terima, tapi status di lazada dg jasa pemgiriman jne ""masih dalam proses pengiriman""",1
"mantap.. semuanya bagus.. langsung bisa di pake.. barang,pengemasan, waktu dan kurir mantap semua..",1
bverfungsi normal seperti biasanya thank seller dan kurir moga barangya awet amiiin,1
barang datang dg selamat packing rapi. semoga sselalu baik dan awet. ,1
barang bagus  saya senang cepet sampe,1
barang sesuai normal,1
Barang mantap sesuai harapan 👍👍,1
barang mantap...terima kasih ,1
"barang sudah di terima, berfungsi dengan baik, pengemasan rapi..",1
alhamdulilah barang datang.a cepet dr estimasi.a .. makasih ya seller barang bagus real pict rekomen banget asli keren .. like this like this like this  ,1
"barang bagus,,,terima kasih lazada ",1
Bagus berfungsi dgn baik...,1
barangnya berpungsi dengan baik good buat lazada,1
bagus dan berfungsi dg baik..semoga awet,1
Alhamdulillah tiba dengan baik,1
"Alhamdulillah barangnya mendarat sesuai pesanan, semoga bermanfaat dan awet",1
